ID,Fecha,Detalle,Usuario
1670433440099868674,2023-06-18 14:09:01,"¿Se convertirá la #InteligenciaArtificial en un verdadero nuevo protagonista en la industria del libro y la cultura? Autores, sociólogos y expertos hablan con @W_Magazin sobre este nuevo horizonte de IA para el libro y la #literatura   

🤖  https://t.co/Z6OR9sywJd https://t.co/C8ucjqo9mD",SalazEscritor
1670433354120933378,2023-06-18 14:08:41,"RT @AldoLema_uy: En un mundo de Inteligencia Artificial se revalorizan “las habilidades de resolución de problemas, pensamiento crítico y e…",AnaMarysGalvan
1670433258964922372,2023-06-18 14:08:18,RT @ADMEXICO: Esta cuenta de Instagram creó con inteligencia artificial obras como las de Antoni Gaudí 😍: https://t.co/eW8zrAf7ud https://t…,Cecilia71098061
1670433089590370305,2023-06-18 14:07:38,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,nene1970nene
1670433041691320321,2023-06-18 14:07:26,RT @agencia_sinc: La Eurocámara se opuso esta semana a la vigilancia biométrica en tiempo real e impone condiciones para los nuevos sistema…,eskojoncio
1670432807770832897,2023-06-18 14:06:31,RT @SenalColombia: ¿No sabes cómo explicar a niños y niñas qué es la Inteligencia Artificial? Puedes hacerlo a través de este divertido vid…,NormaRo96569984
1670432797276643331,2023-06-18 14:06:28,@AnaElenaObando Y que van a hacer ahora que la Inteligencia Artificial va a impactar mucho mas a los trabajos en que predominan las mujeres?   Su posicion les va a empeorar el desempleo.,Jcpsaravia
1670432769162264576,2023-06-18 14:06:21,"Se  trata de imágenes o videos que suelen difundirse como si fueran  contenidos auténticos, lo que hace que muchas personas los tomen como  verdaderos. Cómo podemos discernir si una imagen o un video fue creado  con inteligencia artificial.  https://t.co/CkrtswEdnR",infosastre
1670432650174103552,2023-06-18 14:05:53,"RT @FEGASG: El dilema del 'escudo de silicio': China tiene el arma más poderosa para hundir a EEUU

https://t.co/kkloeviSpT",hprs1969
1670432628539785217,2023-06-18 14:05:48,"@quiquepeinado Habla el intelectual con inteligencia artificial con escasa formación. 
La cloaca informativa subvencionada. https://t.co/kX3KR9H9U5",Alejandgusana
1670432566833283075,2023-06-18 14:05:33,"¿Es hora de despavilar no? Hay que buscar desde ya como vincular al proceso de trabajo creativo el uso de la inteligencia artificial para que sea nuestra herramienta y no nuestro obstáculo. 

Ah y mejorar las justificaciones del porqué  obviamente la Ai no nos quitara el empleo.",its_florever
1670432543617830914,2023-06-18 14:05:28,RT @SenalColombia: ¿No sabes cómo explicar a niños y niñas qué es la Inteligencia Artificial? Puedes hacerlo a través de este divertido vid…,VillamizarEder
1670432426827366402,2023-06-18 14:05:00,¿No sabes cómo explicar a niños y niñas qué es la Inteligencia Artificial? Puedes hacerlo a través de este divertido videojuego de #MiSeñal Colombia y #LocosLab para toda la familia: https://t.co/e9RArqukOg,SenalColombia
1670432374306242562,2023-06-18 14:04:47,"Esta semana en ""La Isla de la Música"",  ""Las Babys"" al ritmo de
Aitana y su homenaje particular a un celebre tema de los 90.
Hablaremos de Paul McCartney, que está ideando una cosa con Los Beatles en Inteligencia Artificial.
Esta tarde a las 15h. en @AntenaCEMU con Ricardo Day",AntenaCEMU
1670432197809979392,2023-06-18 14:04:05,"La primavera de la inteligencia artificial. Imaginación, creatividad y lenguaje en una nueva era tecnológica https://t.co/XeT0Yl4I4t",portal_com
1670432176498700293,2023-06-18 14:04:00,☀️ Identificando la distinción entre textos creados por inteligencia artificial y escritos humanos https://t.co/QHkWXhFZGQ,LaPublicacion
1670432173994790912,2023-06-18 14:04:00,"@EVTVMiami @VenteVenezuela @MariaCorinaYA Sera que @MariaCorinaYA se está convirtiendo en una especie de Juana de Arco de Venezuela? Así produce la idea la inteligencia artificial en imagen basándose en la multitudinaria foto de  su llegada a Valera ayer… 

Duélale a quien le duela hasta el final, La Libertad 🇻🇪✌️💪 https://t.co/ILxSclWuLy",GeorgeArtwell
1670432146819887104,2023-06-18 14:03:53,espero que a inteligencia artificial domine tudo logo,SofiaGirrafe
1670431818657529856,2023-06-18 14:02:35,RT @rafael52987: La inteligencia artificial (IA) está teniendo un impacto revolucionario en el campo de la salud al ofrecer nuevas oportuni…,MD_Andres_R7
1670431777733632000,2023-06-18 14:02:25,"RT @MD_Andres_R7: @AIpocrates La mejor manera de superar los miedos y dominar los demonios es conocerlos, por eso es necesario que conozcam…",OxlerCeo
1670431680895631365,2023-06-18 14:02:02,"últimamente nos hemos estado lamentando en este rincón …En su lugar, Inteligencia Artificial (A.I.), aprendizaje automático, procesos automatizados, servicio de llamadas automáticas al cliente ), chatbots, biometría, autocorrección, algo-trading y, más relevante para",ma35035393
1670431642106642434,2023-06-18 14:01:53,"@AIpocrates La mejor manera de superar los miedos y dominar los demonios es conocerlos, por eso es necesario que conozcamos las nuevas tendencias en inteligencia artificial, entre ellas la que más está despertando el debate, los invito a leer esta columna https://t.co/tuSZrfxob8",MD_Andres_R7
1670431559130677249,2023-06-18 14:01:33,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",nacho3810
1670431548653330433,2023-06-18 14:01:30,Cuando la inteligencia artificial te pueda follar ya se habrá arruinado todo de verdad.,carolgamazo
1670431386170273793,2023-06-18 14:00:52,"RT @yamirootz15: Los hombres pendejos no se conforman con todo el porno qué hay en el mundo, ahora hacen imágenes FALSAS de cualquier mujer…",_KarlaPineda
1670431340695527429,2023-06-18 14:00:41,"#SomosUNAL Hoy circula con el diario @ElTiempo una nueva edición impresa de #PeriódicoUNAL, encuentra la información calificada, la actualidad y la investigación científica en el especial ""Luces y sombras de la inteligencia artificial"" ¡Nuevamente en tus manos! @PrensaUNAL https://t.co/d235f1zg8a",PalmiraUNAL
1670431244805390340,2023-06-18 14:00:18,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",madeinaspergia
1670431230578360321,2023-06-18 14:00:15,@SergioChouza Chat GPT no es una inteligencia artificial es un asistente virtual. Te da respuesta según la fuente más fuerte que encuentre.,FacuNovello71
1670431217731215361,2023-06-18 14:00:12,"Jesus Ai es lo mejor que he visto en Twitch hasta ahora, capaz sea una 'boludez' pero realmente es interesante ver una inteligencia artificial programada con la personalidad de el 'ser más amable del mundo' (como le dicen). https://t.co/FKA7VIySPY",Cocoggy
1670431215738929154,2023-06-18 14:00:11,"El chileno Gustavo @GacArtigas se hace en esta crónica algunas preguntas sobre la inteligencia artificial y su interacción con la inteligencia humana
#AutoresDeChile #Letralia394 https://t.co/P11oh4X9OL",Letralia
1670431212270149632,2023-06-18 14:00:10,"RT @latinus_us: ¿Estás preparado?: la nueva Ley de Inteligencia Artificial que cambiará el juego.
#Latinus #InformaciónParaTi
https://t.co/…",edreru77
1670431183178539008,2023-06-18 14:00:03,"¡ATENCIÓN! Científicos crearon un mapa celular de los pulmones con ayuda de inteligencia artificial 

https://t.co/Sfg7tAmjrW",eldolardiario
1670431179449966592,2023-06-18 14:00:02,"🤖 Olvídese de un posible apocalipsis a futuro por la #InteligenciaArtificial, pues sus peligros reales ya están aquí en el presente.
Ingresa para más información 👇🏼

       https://t.co/zg2nVrW6Vp",Elpoliticonews
1670431177281249280,2023-06-18 14:00:02,"Estados Unidos prueba con éxito el primer caza de combate con Inteligencia Artificial.

Somos #MilitarPlus 🪖

#News #SWAT #ChatGPT #Ejercito #Misiles #Guerra #Ucrania #Rusia #OTAN #inteligenciaartificial #aviones #military  ​#AI #Web3 #EEUU #China F-16 https://t.co/WbvmNRvFhw",MilitarPlus
1670431174827683841,2023-06-18 14:00:01,"La inteligencia artificial y Amazon forman una gran alianza con este curso 🧐
https://t.co/SH3Z7pTnsI",fayerwayer
1670431172072030209,2023-06-18 14:00:01,"#Cultura | La plenaria del Parlamento Europeo aprobó un proyecto para regular el uso de la Inteligencia Artificial (#IA) en la Unión Europea (UE), dando inicio a una delicada negociación con los representantes de los 27 países del bloque.

https://t.co/EVweraG1o8",LaHJCK
1670431170146996224,2023-06-18 14:00:00,Paul McCartney anunció que The Beatles lanzará una canción con ayuda de la IA https://t.co/N39lXWK4jy,Revista_Ronda
1670431005218414594,2023-06-18 13:59:21,RT @JoAguilarMedina: El ChatGPT me dice que la Inteligencia Artificial (IA) tiene varias limitaciones relevantes que vale la pena considera…,oriolmv
1670430986000117761,2023-06-18 13:59:16,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",danterec
1670430911538642945,2023-06-18 13:58:59,"Me he apuntado en el Curso de Especialización en Inteligencia Artificial y Big Data. Ahora a ver si me cogen y puedo cuadrar los horarios con el trabajo, me apetece mucho hacerlo la verdad. https://t.co/6bFzIgERMw",Cristian_JRPG
1670430614971985922,2023-06-18 13:57:48,Rasgos que nos hacen humanos que podrían verse disminuidos por el impacto de una dependencia en los sistemas de inteligencia artificial IA en la educación 👇 https://t.co/5kFqBNQhOM,juangaleanorey
1670430579718758400,2023-06-18 13:57:39,💥 La IA y su potencial amenaza para la humanidad: ¿Podría destruirla? https://t.co/3Cy3Stfd9l,Lecturas24H
1670430503751516161,2023-06-18 13:57:21,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,jsempertegui
1670430487548948480,2023-06-18 13:57:17,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",rdiasdevivar
1670430453113790467,2023-06-18 13:57:09,RT @fernandezpm: Me gustó mucho esto de Nikon jugando con los pedidos q le hacés a una inteligencia artificial para que dibuje algo surreal…,lulicontar
1670430238990299137,2023-06-18 13:56:18,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",XanTheProscrito
1670430223270043648,2023-06-18 13:56:14,@Ilianadelaluz1 @BONOelChairo La oposicion no existe...solo es percepción gracias a la utilizacion de la inteligencia artificial...de ahí que en las urnas no se ven reflejados. https://t.co/SgorGdyczp,Antonio77944961
1670430220766044161,2023-06-18 13:56:14,RT @fatimamartinez: En esta página Web que se actualiza a diario puedes encontrar todas las herramientas de Inteligencia Artificial organiz…,cgabrieloni15
1670430173089374213,2023-06-18 13:56:03,"#Tendencias | Inteligencia artificial reveló cuáles son los nombres más lindos del mundo, ¡Mira la lista! .-  📌 https://t.co/3c3vIwnqDb",CaraotaDigital
1670430158921007104,2023-06-18 13:55:59,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",ehquesoyilha
1670430083318792195,2023-06-18 13:55:41,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",ET_Iconoclasta
1670430066893889536,2023-06-18 13:55:37,☀️ Identificando la distinción entre textos creados por inteligencia artificial y escritos humanos https://t.co/fQAfMyY86G,TemaGlobal
1670430015069241344,2023-06-18 13:55:25,RT @GQMexico: ¿Buscas una herramienta de inteligencia artificial más útil que ChatGPT? Te presentamos 7 alternativas que podrían ayudarte.…,magdala13ya
1670429910316318720,2023-06-18 13:55:00,"La #InteligenciaArtificial es el desafío evolutivo más importante de esta era

El debate sobre si la #IA puede potenciarnos o limitarnos “esta abierto”.
 https://t.co/fRtJgSpKVe https://t.co/uFKCXO5uqf",ElArgentinoOk
1670429876820774913,2023-06-18 13:54:52,"RT @vogelbit: Sentimiento público sobre inteligencia artificial en diferentes países del mundo.

La pregunta fue: ¿Los productos y servicio…",jmendoza2000
1670429779395330049,2023-06-18 13:54:29,"RT @yamirootz15: Los hombres pendejos no se conforman con todo el porno qué hay en el mundo, ahora hacen imágenes FALSAS de cualquier mujer…",GisselleValde18
1670429765633802240,2023-06-18 13:54:25,"RT @Cr_Politico: @jorgesuarezv Video hecho con inteligencia artificial... Y bastante medianito, por cierto
🤣🤣🤣
#OposicionMediocre",Laurapa53654200
1670429668716032000,2023-06-18 13:54:02,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",angusticlavio
1670429645957652480,2023-06-18 13:53:57,"RT @JessicaLedezmaM: 🇪🇺 𝗘𝗹 𝗣𝗮𝗿𝗹𝗮𝗺𝗲𝗻𝘁𝗼 𝗘𝘂𝗿𝗼𝗽𝗲𝗼 rechaza el reconocimiento facial masivo por 𝙄𝙣𝙩𝙚𝙡𝙞𝙜𝙚𝙣𝙘𝙞𝙖 𝘼𝙧𝙩𝙞𝙛𝙞𝙘𝙞𝙖𝙡.
https://t.co/A07pPD0Boc…",rosalesluis315
1670429565313773568,2023-06-18 13:53:38,🌞 ¿Podría la inteligencia artificial destruir a la humanidad? https://t.co/tXhUN2yCwW,AreaEditorial
1670429463409041408,2023-06-18 13:53:13,"🇮🇱📊
La empresa de tecnología #Intel, firmo un acuerdo con Israel para invertir 27.000 millones de US$ en un nuevo parque tecnológico. Se trata de la inversión más grande de toda la historia de Israel y generará cientos de puestos de trabajo en tech e inteligencia artificial https://t.co/qcJvj5uAN4",ComunidadesPlus
1670429328641802240,2023-06-18 13:52:41,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,LectoAdicto_
1670429296790208514,2023-06-18 13:52:34,"RT @fatimamartinez: 10 Cursos de Google para formarte en Inteligencia Artificial Generativa

https://t.co/tL5VmiBfDJ
#Google #InteligenciaA…",cgabrieloni15
1670429230063296512,2023-06-18 13:52:18,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,cesar_breviario
1670429229941501954,2023-06-18 13:52:18,⭐️ ¿Podría la inteligencia artificial destruir a la humanidad? https://t.co/AJ1eR8emko,TemaGlobal
1670429194054955008,2023-06-18 13:52:09,RT @fernandezpm: Me gustó mucho esto de Nikon jugando con los pedidos q le hacés a una inteligencia artificial para que dibuje algo surreal…,IagoUriel
1670429183762403330,2023-06-18 13:52:07,El responsable de IA en Meta dice que la amenaza de esta tecnología a la humanidad es “absolutamente ridícula” - El Comercio Perú https://t.co/FZAuyH33RI,tuitperuano
1670429178175590400,2023-06-18 13:52:05,"¿Cuáles son las nacionalidades más ‘atractivas del mundo’, según la inteligencia artificial (IA)? - La República Perú https://t.co/PmMQIPGVKC",tuitperuano
1670429145770196992,2023-06-18 13:51:58,RT @raymundotenorio: Buena idea con inteligencia artificial.,jlfrancobere
1670429064912416770,2023-06-18 13:51:38,"RT @JessicaLedezmaM: 🇪🇺 𝗘𝗹 𝗣𝗮𝗿𝗹𝗮𝗺𝗲𝗻𝘁𝗼 𝗘𝘂𝗿𝗼𝗽𝗲𝗼 rechaza el reconocimiento facial masivo por 𝙄𝙣𝙩𝙚𝙡𝙞𝙜𝙚𝙣𝙘𝙞𝙖 𝘼𝙧𝙩𝙞𝙛𝙞𝙘𝙞𝙖𝙡.
https://t.co/A07pPD0Boc…",Pau_Patriot
1670429035287937024,2023-06-18 13:51:31,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",NuriaLlibertat2
1670429023191670785,2023-06-18 13:51:28,"RT @geoestratego: https://t.co/m51xiqOp8a

En España tenemos un gran potencial humano en campos clave de la tecnología.
La Universidad de G…",jborrego7
1670428974986428416,2023-06-18 13:51:17,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",avinute
1670428935123861505,2023-06-18 13:51:07,"RT @H_Iglesias: Compartir información en los sistemas de inteligencia artificial #AI puede abrir las puertas a un mundo de #oportunidades,…",gutierrezsirc
1670428910838771713,2023-06-18 13:51:02,Elecciones 2023 e inteligencia artificial: cómo cuidarse de estas desinformaciones https://t.co/BNFOEhcyZC,HOYderojas
1670428835882446851,2023-06-18 13:50:44,"Buscando nuevos horizontes, repensando las aulas actuales para configurar nuevas formas de aprender y de enseñar. 
Universidad peruana incorpora Inteligencia Artificial en sus clases https://t.co/7TNA5fbuS0",terecabezas
1670428813799440385,2023-06-18 13:50:38,RT @AhoraTuOrg: En @AhoraTuOrg nos congratulamos de que el Parlamento Europeo haya aprobado una Ley en materia de Inteligencia Artificial p…,aespice
1670428455190577152,2023-06-18 13:49:13,"RT @geoestratego: https://t.co/m51xiqOp8a

En España tenemos un gran potencial humano en campos clave de la tecnología.
La Universidad de G…",MariaSariot
1670428379311403008,2023-06-18 13:48:55,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,febles_armas
1670428357392056320,2023-06-18 13:48:50,"RT @sidneysittonU: Según expertos, la inteligencia artificial sepultará varias profesiones, siendo el periodismo la más impactada, ya q la…",lisoleth74
1670428347061477376,2023-06-18 13:48:47,Paul McCartney dice que la ‘última’ canción de los Beatles se hizo con ayuda de inteligencia artificial https://t.co/zOcMM2OOx9,jesusmldo34
1670428346713362434,2023-06-18 13:48:47,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,ArelyIreta
1670428063841099782,2023-06-18 13:47:40,RT @AmericaLatinaAL: ¿Cuáles son los riesgos de la inteligencia artificial? https://t.co/bppDurq076 a través de @amnistiaespana,MarNapal655
1670428014809690115,2023-06-18 13:47:28,"RT @yamirootz15: Los hombres pendejos no se conforman con todo el porno qué hay en el mundo, ahora hacen imágenes FALSAS de cualquier mujer…",__ganniexo
1670427965597908994,2023-06-18 13:47:16,@RamontolentinoT Inteligencia Artificial,RogerSuero
1670427944165027841,2023-06-18 13:47:11,"RT @ElPitazoTV: #Notiaudio | El curso de Amazon sobre Inteligencia Artificial tiene una duración de 32 horas y 50 minutos, divididos en 12…",pipikaca
1670427937714106369,2023-06-18 13:47:10,"RT @yamirootz15: Los hombres pendejos no se conforman con todo el porno qué hay en el mundo, ahora hacen imágenes FALSAS de cualquier mujer…",CarolinaToxica
1670427823117312006,2023-06-18 13:46:42,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",cejoaquina
1670427767479967748,2023-06-18 13:46:29,"📢El uso de la #inteligenciaartificial en la #UE🌍 estará regulado por la #LeydeInteligenciaArtificial, la primera ley integral sobre #IA del mundo.
#tecnología
#AI 
#regulación 
#riesgos 
#amenazas 
#identificaciónbiomética 
#seguridad  
#ChatGPT 
https://t.co/L8owIZOW1a https://t.co/QXoQMwsiKN",G5integritas
1670427751130578944,2023-06-18 13:46:25,RT @AhoraTuOrg: En @AhoraTuOrg nos congratulamos de que el Parlamento Europeo haya aprobado una Ley en materia de Inteligencia Artificial p…,NunezWilliam68
1670427739399110657,2023-06-18 13:46:22,"La inteligencia artificial empieza cambiando los titulares clickbait y acaba alejándote de la realidad

#InteligenciaArtificial
https://t.co/ZbXHdi5rrq",Gloria_A41
1670427732121878528,2023-06-18 13:46:21,"RT @latinus_us: ¿Estás preparado?: la nueva Ley de Inteligencia Artificial que cambiará el juego.
#Latinus #InformaciónParaTi
https://t.co/…",DelCastVBarajas
1670427685988753408,2023-06-18 13:46:10,@man_gom @Arouet_V Lo mismo pensé. Parece generado con inteligencia artificial y ser un deep fake. 🤔,evilregalcat
1670427676136415234,2023-06-18 13:46:07,"Sentimiento público sobre inteligencia artificial en diferentes países del mundo.

La pregunta fue: ¿Los productos y servicios que usan IA tienen más beneficios que inconvenientes?

Interesante ver la relación entre PIB per cápita (color de la barra) con el escepticismo hacia IA. https://t.co/W2eij9DIY7",vogelbit
1670427624756183040,2023-06-18 13:45:55,RT @AhoraTuOrg: En @AhoraTuOrg nos congratulamos de que el Parlamento Europeo haya aprobado una Ley en materia de Inteligencia Artificial p…,Matas18026363
1670427566287536128,2023-06-18 13:45:41,RT @AhoraTuOrg: En @AhoraTuOrg nos congratulamos de que el Parlamento Europeo haya aprobado una Ley en materia de Inteligencia Artificial p…,MariaJCabaG
1670427445948825600,2023-06-18 13:45:12,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,ManucoSegura
1670427431008624641,2023-06-18 13:45:09,"RT @tatianaduplat: Le dí algunas instrucciones a la Inteligencia Artificial para que dibujara la piragua de Guillermo Cubillos, este fue el…",Juana_Dulce
1670427239383547904,2023-06-18 13:44:23,17 aplicaciones de inteligencia artificial para impulsar tu empresa https://t.co/HtGTSLbg8y,d_sanchezsilva
1670427170362077184,2023-06-18 13:44:07,"En @AhoraTuOrg nos congratulamos de que el Parlamento Europeo haya aprobado una Ley en materia de Inteligencia Artificial para toda la UE vanguardista que prohibe y/o limita la identificación de emociones, patrones de criminalidad y datos biométricos. https://t.co/10Yaafrdzw",AhoraTuOrg
1670427151231770625,2023-06-18 13:44:02,"@Xerrgio @ArticTomas_cris @CronoBreaker @GabyMeza8 Según copilot la inteligencia artificial de Microsoft los más famosos de la historia son 
1) ""Dragon Ball"": Creado por Akira Toriyama, ""
2) ""One Piece"": Creado por Eiichiro Oda,
3""Naruto"": Creado por Masashi Kishimoto, y Death NOte, yo no seré la autoridad pero la IA 😅 es la IA",Carrua2
1670427040716148738,2023-06-18 13:43:36,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",IBERManolito
1670426998601142276,2023-06-18 13:43:26,"RT @elhackernet: Una joven prodigio de 17 años que ha entrado en la NASA para proteger el espacio con inteligencia artificial
https://t.co/…",WalterSurio
1670426998378835969,2023-06-18 13:43:26,"RT @SinLinea_Mx: Primera Ley de Inteligencia Artificial, más en las #Techdecadadía https://t.co/M1esiYWfCT",SpiegelEmiliano
1670426998181601280,2023-06-18 13:43:26,Inteligencia Artificial Generativa https://t.co/YG7zToV4E5,juangaleanorey
1670426980397854720,2023-06-18 13:43:21,"RT @_cibuc: 🚀 Una mañana estupenda celebrando los 10 años impulsando la inteligencia artificial colectiva. 

Más de 140 proyectos en esta t…",_cibuc
1670426918682861568,2023-06-18 13:43:07,"RT @TaniaCrespo3: @mjosecatala ¡Madre mía!
¡A donde vamos a parar!
¡Hace unos días hablando de implantación de empresas de inteligencia art…",InmaVelascoJuez
1670426798008434689,2023-06-18 13:42:38,"RT @yamirootz15: Los hombres pendejos no se conforman con todo el porno qué hay en el mundo, ahora hacen imágenes FALSAS de cualquier mujer…",VictorUrbina_
1670426595700404224,2023-06-18 13:41:50,"RT @Cr_Politico: @jorgesuarezv Video hecho con inteligencia artificial... Y bastante medianito, por cierto
🤣🤣🤣
#OposicionMediocre",chuchorenegado
1670426438263009280,2023-06-18 13:41:12,"El último eslabón para los imbéciles será: ......... """" La inteligencia artificial de nombre CHAT GPT, hablan de ella como un gran logro, para en septiembre satanizarla con el argumento del gran recetó... 
Ojo con la inteligencia artificial https://t.co/ClyByrw9Gh",CesarScofield
1670426321602719745,2023-06-18 13:40:44,RT @DokkensMarco: Con la ley 40 horas muchas empresas van a invertir en automatización y inteligencia artificial y de apoco los chilenos va…,DokkensMarco
1670426303705612294,2023-06-18 13:40:40,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,PablocalvoHOY
1670426297212731393,2023-06-18 13:40:38,Con la ley 40 horas muchas empresas van a invertir en automatización y inteligencia artificial y de apoco los chilenos van a ir quedando sin trabajo ya que las empresas no contrataran otra persona para cubrir lo que queda de la jornada laboral 🤷‍♂️ y tendrán mas tiempo en sus casas,DokkensMarco
1670426290363539456,2023-06-18 13:40:37,"RT @ZionTvOnline: Si eres fan del conocimiento y la innovación, no puedes faltar a ExpoZiu. Podrás aprender sobre neurociencia, educación,…",francis52194563
1670426287821803520,2023-06-18 13:40:36,"RT @DeusVul94229466: Parece que saben que los europeos no lo aceptaríamos, estaremos atentos.

""El Parlamento Europeo rechaza el reconocimi…",QuintoSertori14
1670426211472875520,2023-06-18 13:40:18,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,Javier_Corral
1670426185329700867,2023-06-18 13:40:12,"RT @curandero_el: Harari, el siniestro calvito y asesor principal del WEF, ha pedido que las Sagradas Escrituras, sean «reescritas» por int…",TioGilito11
1670426170561552385,2023-06-18 13:40:08,RT @literlandweb1: Hace unos días publicamos esta fotografía supuestamente inédita de Artur Rimbaud. Nos han advertido y confirmado que es…,escriboadiario
1670426121639272448,2023-06-18 13:39:57,"RT @latinus_us: ¿Estás preparado?: la nueva Ley de Inteligencia Artificial que cambiará el juego.
#Latinus #InformaciónParaTi
https://t.co/…",elhablador_
1670425994744741890,2023-06-18 13:39:26,"RT @FerIglesias: La tecnología acelera. La política, atrasa. El resultado es una grieta de escala planetaria. 
Mi artículo de opinión de ho…",tcgtv
1670425989829255168,2023-06-18 13:39:25,RT @LucasECnn: Hicieron esta edición con Inteligencia Artificial y me parece HERMOSO e INCREÍBLE @thalia https://t.co/oRqARNuL1a,JoseLui20792406
1670425941086986247,2023-06-18 13:39:14,"Paul McCartney anuncia que lanzará la ""última"" canción de The Beatles con ayuda de la IA

Happy birthday ⁦@PaulMcCartney⁩ #81 https://t.co/yd7862U5SS",coroprado
